time_step,flow_5min,flow_hour,speed_kmh
0,114.0,1368.0,69.3
1,121.0,1452.0,68.6
2,120.0,1440.0,68.9
3,113.0,1356.0,68.3
4,106.0,1272.0,68.0
5,92.0,1104.0,67.6
6,90.0,1080.0,67.8
7,93.0,1116.0,67.9
8,92.0,1104.0,67.4
9,85.0,1020.0,67.5
10,80.0,960.0,67.5
11,74.0,888.0,68.0
12,76.0,912.0,68.1
13,83.0,996.0,68.1
14,72.0,864.0,67.6
15,80.0,960.0,68.4
16,72.0,864.0,68.3
17,74.0,888.0,67.7
18,69.0,828.0,67.4
19,71.0,852.0,67.7
20,74.0,888.0,67.8
21,69.0,828.0,67.7
22,64.0,768.0,67.4
23,62.0,744.0,67.3
24,63.0,756.0,67.7
25,61.0,732.0,67.8
26,62.0,744.0,67.7
27,61.0,732.0,68.1
28,72.0,864.0,67.8
29,63.0,756.0,67.6
30,60.0,720.0,67.4
31,65.0,780.0,67.6
32,59.0,708.0,67.3
33,59.0,708.0,67.4
34,60.0,720.0,67.4
35,56.0,672.0,67.3
36,53.0,636.0,67.2
37,61.0,732.0,66.8
38,59.0,708.0,67.2
39,76.0,912.0,67.3
40,67.0,804.0,67.9
41,65.0,780.0,67.7
42,67.0,804.0,67.6
43,71.0,852.0,67.5
44,79.0,948.0,67.5
45,82.0,984.0,67.8
46,79.0,948.0,67.9
47,79.0,948.0,67.7
48,83.0,996.0,67.5
49,85.0,1020.0,67.5
50,98.0,1176.0,67.5
51,106.0,1272.0,67.7
52,116.0,1392.0,67.8
53,131.0,1572.0,67.9
54,139.0,1668.0,68.3
55,158.0,1896.0,68.1
56,159.0,1908.0,68.1
57,182.0,2184.0,68.8
58,181.0,2172.0,68.6
59,178.0,2136.0,68.6
60,181.0,2172.0,68.3
61,185.0,2220.0,68.4
62,214.0,2568.0,68.5
63,230.0,2760.0,68.4
64,241.0,2892.0,68.5
65,261.0,3132.0,68.5
66,274.0,3288.0,68.8
67,291.0,3492.0,68.4
68,309.0,3708.0,68.4
69,324.0,3888.0,68.7
70,313.0,3756.0,68.8
71,294.0,3528.0,68.7
72,296.0,3552.0,66.1
73,306.0,3672.0,64.9
74,320.0,3840.0,64.6
75,340.0,4080.0,64.4
76,354.0,4248.0,64.1
77,359.0,4308.0,64.3
78,369.0,4428.0,64.4
79,373.0,4476.0,64.4
80,376.0,4512.0,64.1
81,399.0,4788.0,64.2
82,387.0,4644.0,64.2
83,369.0,4428.0,64.2
84,363.0,4356.0,64.5
85,370.0,4440.0,64.1
86,385.0,4620.0,64.0
87,396.0,4752.0,64.7
88,393.0,4716.0,64.2
89,403.0,4836.0,64.2
90,411.0,4932.0,64.1
91,411.0,4932.0,64.1
92,415.0,4980.0,63.8
93,411.0,4932.0,64.0
94,399.0,4788.0,64.0
95,392.0,4704.0,63.8
96,376.0,4512.0,63.5
97,369.0,4428.0,63.9
98,369.0,4428.0,63.7
99,376.0,4512.0,63.7
100,369.0,4428.0,63.9
101,368.0,4416.0,63.7
102,364.0,4368.0,63.7
103,366.0,4392.0,63.6
104,373.0,4476.0,63.5
105,373.0,4476.0,63.4
106,369.0,4428.0,63.3
107,364.0,4368.0,63.4
108,350.0,4200.0,63.1
109,347.0,4164.0,63.0
110,346.0,4152.0,62.5
111,350.0,4200.0,62.3
112,354.0,4248.0,62.4
113,355.0,4260.0,62.2
114,359.0,4308.0,62.4
115,361.0,4332.0,62.3
116,366.0,4392.0,62.3
117,369.0,4428.0,62.1
118,363.0,4356.0,62.1
119,357.0,4284.0,62.0
120,352.0,4224.0,61.9
121,355.0,4260.0,61.9
122,361.0,4332.0,61.9
123,369.0,4428.0,61.6
124,368.0,4416.0,61.9
125,366.0,4392.0,61.7
126,361.0,4332.0,61.8
127,366.0,4392.0,61.7
128,376.0,4512.0,61.6
129,376.0,4512.0,61.2
130,376.0,4512.0,61.4
131,370.0,4440.0,61.0
132,370.0,4440.0,61.2
133,373.0,4476.0,61.2
134,385.0,4620.0,61.1
135,376.0,4512.0,61.1
136,396.0,4752.0,60.9
137,402.0,4824.0,60.9
138,380.0,4560.0,61.0
139,382.0,4584.0,60.5
140,383.0,4596.0,60.7
141,378.0,4536.0,60.6
142,387.0,4644.0,60.8
143,380.0,4560.0,60.7
144,385.0,4620.0,61.0
145,380.0,4560.0,61.3
146,387.0,4644.0,61.3
147,392.0,4704.0,61.1
148,390.0,4680.0,61.1
149,392.0,4704.0,60.9
150,385.0,4620.0,61.1
151,387.0,4644.0,61.1
152,396.0,4752.0,60.6
153,392.0,4704.0,59.9
154,393.0,4716.0,59.4
155,385.0,4620.0,59.7
156,389.0,4668.0,60.0
157,387.0,4644.0,59.6
158,393.0,4716.0,59.9
159,402.0,4824.0,59.9
160,403.0,4836.0,59.8
161,399.0,4788.0,60.0
162,399.0,4788.0,60.0
163,405.0,4860.0,59.8
164,408.0,4896.0,60.0
165,408.0,4896.0,59.5
166,410.0,4920.0,59.8
167,407.0,4884.0,59.5
168,399.0,4788.0,59.0
169,405.0,4860.0,58.5
170,410.0,4920.0,58.6
171,410.0,4920.0,58.2
172,410.0,4920.0,57.8
173,411.0,4932.0,57.2
174,411.0,4932.0,57.2
175,408.0,4896.0,56.3
176,413.0,4956.0,56.9
177,419.0,5028.0,56.2
178,418.0,5016.0,52.5
179,415.0,4980.0,53.8
180,411.0,4932.0,53.7
181,415.0,4980.0,53.0
182,418.0,5016.0,53.6
183,422.0,5064.0,53.1
184,415.0,4980.0,53.2
185,415.0,4980.0,53.0
186,412.0,4944.0,50.7
187,410.0,4920.0,53.3
188,419.0,5028.0,50.2
189,418.0,5016.0,47.8
190,415.0,4980.0,49.3
191,407.0,4884.0,51.3
192,406.0,4872.0,53.4
193,412.0,4944.0,52.8
194,413.0,4956.0,53.2
195,415.0,4980.0,53.8
196,413.0,4956.0,55.4
197,412.0,4944.0,55.8
198,399.0,4788.0,56.1
199,412.0,4944.0,56.2
200,413.0,4956.0,56.5
201,417.0,5004.0,56.8
202,415.0,4980.0,56.9
203,407.0,4884.0,57.2
204,402.0,4824.0,57.5
205,410.0,4920.0,57.7
206,419.0,5028.0,57.9
207,425.0,5100.0,58.2
208,422.0,5064.0,58.0
209,413.0,4956.0,57.6
210,410.0,4920.0,57.7
211,397.0,4764.0,57.7
212,397.0,4764.0,58.0
213,396.0,4752.0,58.6
214,402.0,4824.0,58.6
215,380.0,4560.0,58.7
216,393.0,4716.0,59.8
217,390.0,4680.0,61.5
218,400.0,4800.0,63.8
219,393.0,4716.0,64.6
220,385.0,4620.0,65.4
221,395.0,4740.0,65.7
222,370.0,4440.0,65.8
223,385.0,4620.0,66.0
224,395.0,4740.0,65.8
